userID;description;typeofdirectuse;date;directrequired;directwaterquality;directlocation;directusage;indirectrequired;indirectquality;indirectlocation;indirectusage;notes
60;"direct household use";household;"2012-02-27 15:15:00";Required;Green;"Albuquerque USA";37;Required;Unknown;Unknown;18;"Summary of daily use on a week day. "
38;Shower;Hygiene;"2012-02-28 15:15:00";Required;Grey;"Albuquerque USA";50;N/A;N/A;Unknown;0;
38;"Filled water bottle";Hydration;"2012-02-28 17:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;"This was a 60 ounce bottle."
40;"Drank some milk";"Food consumption";"2012-02-29 01:15:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;"Albuquerque USA";79.2;"For one gallon of milk, 880 gallons of water are used.  I consumed 12oz of milk.  "
40;Water;Hydration;"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";0.4;N/A;N/A;Unknown;0;
40;Water;Hydration;"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";0.4;N/A;N/A;Unknown;0;
40;"Washing Dishes";Sanitation;"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;
40;"Drank Tea";"Food consumption";"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";0.13;Required;Blue;"Albuquerque USA";16;"For one gallon of tea, 128 gallons of water are used.  "
40;"Brushing Teeth and Washing Face x2";Hygiene;"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
40;"Toilet Flushing";Hygiene;"2012-02-29 02:30:00";Required;Blue;"Albuquerque USA";7.2;N/A;N/A;Unknown;0;
66;"brushed teeth ";"tap water";"2012-02-25 17:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
66;showered;"tap water";"2012-02-29 05:15:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;
66;"drank 3-5 glasses of water throughout the day";"tap water";"2012-02-26 05:00:00";Required;Blue;"Albuquerque USA";1.5;N/A;N/A;Unknown;0;
66;"boiled 2 pots of water";"tap water";"2012-02-26 05:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
66;"hand washed a sink full dishes, twice";"tap water";"2012-02-28 22:00:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
66;"washed hands several times throughout work shift";"tap water";"2012-02-26 05:15:00";Required;Blue;"Albuquerque USA";7.5;N/A;N/A;Unknown;0;
66;"poured several glasses of water for customers at work";"tap water";"2012-02-26 05:15:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"This is difficult to estimate because Im too busy to keep a journal while Im at work. I bartend and everything I pour has some amount of water in it! I am trying to break the various ""drinks"" into categories though. "
66;"poured several pints of beer at work";"pouring beer from keg taps";"2012-02-26 05:30:00";N/A;N/A;"Albuquerque USA";1250;Required;Green;Unknown;1250;"According to the water footprint.org website, it takes 75 liters ( about 19.81 gallons) of water to create a pint of beer, counting barley production and all. So I estimated serving about 125 pints throughout the night, which equals about 2500 gallons of water usage.I decided to split this number up between direct and indirect usage. "
66;"boiled pot of water";"tap water";"2012-02-26 17:30:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
66;"took shower";"tap water";"2012-02-26 17:45:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;
66;"brushed teeth ";"tap water";"2012-02-27 05:45:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
66;showered;"tap water";"2012-02-26 18:45:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;
66;"used water for cooking";"tap water";"2012-02-26 19:00:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
66;flushed;toilet;"2012-02-26 19:00:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
66;"drank 4-6 cups water ";tap;"2012-02-27 06:00:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
66;"drank 4-6 cups water ";tap;"2012-02-27 06:00:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
66;"washed sink full of dishes";tap;"2012-02-27 06:00:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;
66;"washed car";"car washing facility";"2012-02-26 22:00:00";Required;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;"according to water education.org it takes 50 gallons to wash a car."
66;"flushed ";toilet;"2012-02-27 02:00:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;
66;"brushed teeth/washed face";tap;"2012-02-27 06:00:00";Required;Blue;"Albuquerque USA";3;N/A;N/A;Unknown;0;
66;"made tea";"tap water";"2012-02-27 06:15:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
66;"drove car about 10 miles throughout the day";"use of gasoline";"2012-02-27 06:15:00";N/A;N/A;"Albuquerque USA";0;Unsure;Unknown;Unknown;2.5;"source: swhydro.arizona.edu 
This site claims that it takes 2- 2.5 gallons of water for every gallon of gasoline. I didn't drive very far, so I think I might have used about a gallon of gas. I usually ride my bike. "
71;Shower;Shower;"2012-02-26 16:30:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;
71;Shower;Shower;"2012-02-27 04:30:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
71;Coffee;Drinking;"2012-02-26 16:30:00";Optional;Blue;"Albuquerque USA";0.25;Optional;Unknown;Unknown;221;
71;"Drinking water";Hydration;"2012-02-29 16:30:00";Required;Blue;"Albuquerque USA";1.5;N/A;N/A;Unknown;0;"Worked out so drank a lot"
71;Breakfast;Food;"2012-02-26 16:30:00";Required;Blue;"Albuquerque USA";0.1;Required;N/A;Unknown;503;"Assuming 4 oz of oats and 8 oz of milk, plus 8 oz of grapefruit juice.
I assumed orange juice = grapefruit juice.
404 + 52.83 + 46 = 503"
71;"Salad for lunch.";Food;"2012-02-26 20:00:00";Required;Unknown;"Albuquerque USA";0;Required;N/A;Unknown;1;
71;"Barely Soup for dinner";Food;"2012-02-26 16:45:00";Required;Blue;"Albuquerque USA";1;Required;N/A;Unknown;925;"one cup of barely, 3 carrots, 3 stems of celery, 4 slices of bacon, 4 beef hot dogs, an onion and spices, 1/4 cup of scotch 
I'm going to assume beer * 10 for scotch.

404 + 4  + 4 + 1630/5 + 1630/2 + 7 + 180 = "
71;Tea;Drinking;"2012-02-27 03:00:00";Optional;Blue;"Albuquerque USA";1;Optional;Green;Taiwan;30;"This is a bit different than the normal tea, its loose leaf and we use a different (chinese) method of preparing and drinking."
71;Coffee;Drinking;"2012-02-29 17:00:00";Optional;Blue;"Albuquerque USA";0.1;N/A;N/A;Unknown;232;"28 cups"
71;Laundry;Food;"2012-02-28 17:15:00";Required;Blue;"Albuquerque USA";120;N/A;N/A;Unknown;120;"3 loads at 40 gallons/ load. "
71;"Washed dishes";"Washed Dishes";"2012-02-27 02:15:00";Required;Blue;"Albuquerque USA";10;N/A;N/A;Unknown;0;
71;Breakfast;Food;"2012-02-27 17:15:00";Required;Blue;"Albuquerque USA";0.25;Required;N/A;Unknown;503;"I eat the same thing a lot, oatmeal (or granola) milk (or soymilk) coffee and grapefruit juice. Copied values from previous entries"
71;"Drank water";Hydration;"2012-02-27 17:15:00";Required;Blue;"Albuquerque USA";0.75;N/A;N/A;Unknown;0;
71;"Stir Fried Chicken for Dinner";Food;"2012-02-27 17:15:00";N/A;N/A;"Albuquerque USA";0;Required;N/A;Unknown;0;"5 gallons for broccoli
200 gallons for 4 oz of chicken"
71;Tea;Drinking;"2012-02-27 17:15:00";Optional;Blue;"Albuquerque USA";0.25;Optional;Green;Taiwan;30;
71;Potty;"Toilet flush";"2012-02-26 17:15:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;"We use water from warming the shower often."
71;Potty;"Toilet flush";"2012-02-27 17:30:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;"Use more when I'm at work."
71;Breakfast;Food;"2012-02-28 17:30:00";Required;Blue;"Albuquerque USA";0.25;Required;N/A;Unknown;503;
71;Coffee;Drinking;"2012-02-28 17:30:00";Optional;Blue;"Albuquerque USA";0.25;Optional;N/A;Unknown;232;
71;Potty;"Toilet flush";"2012-02-28 17:30:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;
71;"Drinking Water";Hydration;"2012-02-28 17:30:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
71;"Home Delivered meal.";Food;"2012-02-29 02:00:00";N/A;N/A;"Albuquerque USA";0;N/A;N/A;Unknown;202;"chicken and salad
200 + 2"
71;Shower;Shower;"2012-03-01 03:30:00";Required;Blue;"Albuquerque USA";35;N/A;N/A;Unknown;0;
55;drink.cook.wash.dishes;"Drinking water";"2012-02-25 16:00:00";Required;Blue;"Albuquerque USA";1.1;N/A;N/A;Unknown;0;"I have been writing down all fo my water uses and times in a diary and then I later enter it into here"
55;bathroom.drink.cook;"drinking water and cook";"2012-02-25 19:30:00";Required;Blue;"Albuquerque USA";0.5;N/A;Unknown;bathroom;1.4;
55;"bathrom and drinking water and cooking/wash dishes";kitchen;"2012-02-25 12:15:00";Required;Blue;"Albuquerque USA";1;Required;Blue;Unknown;1.4;"here bathroom included teeth brushing and toilet use. Indirect above was used for cooking meat. "
55;"shower brush teeth laundry ";hygene;"2012-02-25 15:30:00";Required;Blue;"Albuquerque USA";0.3;Optional;Blue;Unknown;51.4;"I never knew laundry used so much water until I looked it up! I also added in shower use and bathroom use into indirect water use"
55;"drinking water and cooking bathroom brush teeth";houshold;"2012-02-26 19:30:00";Required;Blue;"Albuquerque USA";1;Unsure;Blue;Unknown;2;"I use less water when I sleep in because I am not spending time cooking "
55;"shower drinking water cooking";"household and hygene";"2012-02-26 12:30:00";Required;Blue;"Albuquerque USA";1;Unsure;Blue;Unknown;41;"It feels strange to put down how much water we use in a shower because it makes you stop to realize about how much it takes up"
55;"drinking water bathroom";"hygene and drinking water";"2012-02-26 15:30:00";Required;Blue;"Albuquerque USA";0.2;N/A;Unknown;Unknown;0.5;"I try to never let the water run while brushing teeth"
55;"brush teeth drinking water cook wash dishes bathroom";household;"2012-02-27 17:30:00";Required;Blue;"Albuquerque USA";1;Unsure;Blue;Unknown;2;"I drink a lot of water!"
55;"drinking water and cooking";hosuehold;"2012-02-27 11:45:00";Required;Blue;"Albuquerque USA";2;Unsure;N/A;Unknown;0;
55;"shower drink water and cup of tea";"drinking water and household";"2012-02-27 15:45:00";Required;Blue;"Albuquerque USA";10.3;Unsure;Blue;Unknown;40;"Tea uses a lot of water!"
55;"bathroom brush teeth cook wash dishes";"household and cooking and hygene";"2012-02-21 16:45:00";Required;Blue;"Albuquerque USA";2;N/A;Unknown;Unknown;1.5;
55;"cooking wash dishes drinking water";meal/household;"2012-02-28 11:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
55;"drinking water bathroom brush teeth";"hygene hosuehold";"2012-02-28 15:30:00";Required;Blue;"Albuquerque USA";0.5;Required;Unknown;Unknown;1.5;
55;"drinking water cooking wash dishes";meal/household;"2012-02-29 19:00:00";Required;Blue;"Albuquerque USA";2;Unsure;N/A;Unknown;0;
60;"daily household use (all direct use)";household;"2012-02-29 03:00:00";Required;Green;"Albuquerque USA";35;Required;Unknown;Unknown;25;"Summary for daily use of all direct household water use.  Used city water bill. 
Summary for all indirect use.  Used water calculator as a guide to estimate. "
58;"Drinking water";"filled up water bottle";"2012-02-25 17:30:00";Required;Blue;"Santa Fe USA";0.5;N/A;N/A;Unknown;0;"Includes 2 refills"
58;Hygiene;"brushing teeth";"2012-02-25 15:45:00";Required;Blue;"Santa Fe USA";0.4;N/A;N/A;Unknown;0;"Includes usage for the day"
58;Restroom;"Toilet flush";"2012-02-25 14:15:00";Required;Blue;"Santa Fe USA";20;N/A;N/A;Unknown;0;"Includes usage for the entire day"
58;Breakfast;Cooking;"2012-02-25 23:30:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"Cooked Dinner"
58;Laundry;laundry;"2012-02-25 23:15:00";Required;Blue;"Santa Fe USA";40;N/A;N/A;Unknown;0;"Includes 2 loads of laundry from a front load washer"
57;"Use of Latrine";"flush toilet";"2012-02-29 14:45:00";Required;Blue;"Albuquerque USA";1.6;N/A;N/A;Unknown;0;
57;"Brushed teeth";"Use of sink";"2012-02-29 15:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
57;shower;Shower;"2012-03-01 00:45:00";Required;Blue;"Albuquerque USA";10;N/A;N/A;Unknown;0;
49;"hygien ";hygien;"2012-02-26 02:45:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
49;toilet;"Toilet flush";"2012-03-01 02:45:00";Required;Blue;"Albuquerque USA";12.5;N/A;N/A;Unknown;0;
49;drinks;drinks;"2012-02-26 02:45:00";Optional;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
49;toilet;"flush toilet";"2012-02-26 02:45:00";Required;Blue;"Albuquerque USA";12.5;N/A;N/A;Unknown;0;
55;"cooking drinking shower";"hygene and meal";"2012-02-29 13:15:00";Required;Blue;"Albuquerque USA";1;Unsure;Unknown;Unknown;40;
55;"cooking drinking shower";"hygene and meal";"2012-02-29 13:15:00";Required;Blue;"Albuquerque USA";1;Unsure;Unknown;Unknown;40;
66;"Ordered 2 americanos and 2 coffees that day";"the steaming and boiling of tap water";"2012-02-28 17:00:00";Required;Blue;"Albuquerque USA";74;N/A;Green;Unknown;74;"According to www.ocwd.com, Orange County Water District, it takes 37 gallons of water for every cup of coffee. I know by experience that there is a fair amount of water needed to process a coffee cherry as well, so I split that amount between direct and indirect use. "
66;"Ordered 2 americanos and 2 coffees that day";"the steaming and boiling of tap water";"2012-02-28 17:00:00";Required;Blue;"Albuquerque USA";74;N/A;Green;Unknown;74;"According to www.ocwd.com, Orange County Water District, it takes 37 gallons of water for every cup of coffee. I know by experience that there is a fair amount of water needed to process a coffee cherry as well, so I split that amount between direct and indirect use. "
66;"Ordered 2 americanos and 2 coffees that day";"the steaming and boiling of tap water";"2012-02-28 17:00:00";Required;Blue;"Albuquerque USA";74;N/A;Green;Unknown;74;"According to www.ocwd.com, Orange County Water District, it takes 37 gallons of water for every cup of coffee. I know by experience that there is a fair amount of water needed to process a coffee cherry as well, so I split that amount between direct and indirect use. "
66;"Ordered 2 americanos and 2 coffees that day";"the steaming and boiling of tap water";"2012-02-28 17:00:00";Required;Blue;"Albuquerque USA";74;N/A;Green;Unknown;74;"According to www.ocwd.com, Orange County Water District, it takes 37 gallons of water for every cup of coffee. I know by experience that there is a fair amount of water needed to process a coffee cherry as well, so I split that amount between direct and indirect use. "
66;"washed my hands about 30 times that day( at work and throughout the day)";"tap  water";"2012-02-28 03:45:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;
47;"Shower ";Hygiene;"2012-02-29 01:15:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;"For 15 minute shower with low flow shower head "
66;"flushed toilet 3 times throughout day";"flush toilet";"2012-02-28 03:45:00";Required;Blue;"Albuquerque USA";12;N/A;N/A;Unknown;0;
47;"Brush Teeth ";Hygiene;"2012-02-28 16:30:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;"This is for brushing my teeth once in the morning and once in the afternoon.  Using approximately 1 minute of water. "
66;"brushed teeth/washed face";"tap water";"2012-02-28 03:00:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
47;"Toilet Flushes ";Hygiene;"2012-02-28 16:45:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;"I flushed the toilet 5 times throughout the day. "
66;"brushed teeth/washed face";tap;"2012-02-27 16:00:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
66;"boiled 3 pots of water";"tap water";"2012-02-29 04:00:00";Required;Blue;"Albuquerque USA";3;N/A;N/A;Unknown;0;
47;"Drove about 30 miles ";Driving;"2012-02-28 16:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Albuquerque;12.9;"Drove 30 miles . Every gallon of gas requires 12.9 gallons of water and my car gets approximately 30mpg"
47;"Drank 16 oz of water ";Drink;"2012-02-28 19:00:00";Required;Blue;"Albuquerque USA";0.125;N/A;N/A;Unknown;0;
47;"Cooked Dinner ";Cooking;"2012-02-29 01:30:00";Required;Blue;"Albuquerque USA";0.3125;N/A;N/A;Unknown;0;"Boiled chicken in 5 cups of water. "
38;"Filled 60 ounce water bottle";Hydration;"2012-02-29 17:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
38;"Filled 60 ounce water bottle";Hydration;"2012-02-29 17:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
38;"9 toilet flushes";toilet;"2012-03-01 05:15:00";Required;Grey;"Albuquerque USA";14.4;N/A;N/A;Unknown;0;
38;"15 minute shower";Hygiene;"2012-02-29 18:30:00";Required;Grey;"Albuquerque USA";50;N/A;N/A;Unknown;0;
38;"15 minute shower";Hygiene;"2012-02-29 18:30:00";Required;Grey;"Albuquerque USA";50;N/A;N/A;Unknown;0;
40;Shower;Hygiene;"2012-03-01 05:15:00";Required;Blue;"Albuquerque USA";11.56;N/A;N/A;Unknown;0;
40;Driving;Transportation;"2012-03-01 05:00:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Unknown;1;"I drove 2 miles today."
40;"Brushing Teeth and Washing Face x2";Hygiene;"2012-03-01 05:15:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
40;"Drinking Water";Hydration;"2012-03-01 05:15:00";Required;Blue;"Albuquerque USA";0.53;N/A;N/A;Unknown;0;
40;"Washing Dishes";Sanitation;"2012-03-01 05:15:00";Required;Blue;"Albuquerque USA";3;N/A;N/A;Unknown;0;
40;"Flushing Toilet";Sanitation;"2012-03-01 05:15:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;1.6gpf
55;"Cook drink brush teeth toilet wash dishes";"hygene and drinking water";"2012-03-01 15:00:00";Required;Blue;"Albuquerque USA";1;Unsure;Grey;Unknown;2;
55;"Cook drink brush teeth toilet wash dishes";"hygene and drinking water";"2012-03-01 15:00:00";Required;Blue;"Albuquerque USA";1;Unsure;Grey;Unknown;2;
55;"Gas for car";car;"2012-03-01 17:00:00";N/A;N/A;"Albuquerque USA";0;N/A;Grey;Unknown;76.4;
66;"filled water bottle twice over the day";tap;"2012-03-27 18:30:00";Required;Blue;"Albuquerque USA";0.25;N/A;N/A;Unknown;0;
66;"filled water bottle twice over the day";tap;"2012-03-27 18:30:00";Required;Blue;"Albuquerque USA";0.25;N/A;N/A;Unknown;0;
66;"washed hands about 8 times throughout day";"tap water from sink";"2012-02-28 19:45:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;
66;"made tea";tap;"2012-02-29 04:45:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
66;"took shower (brushed teeth at same time)";tap;"2012-02-29 05:15:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"according to the Water Education Foundation ( watereducation.org) it takes 17-24 gallons of water to take a shower or bath"
57;"flushed toilet";"Use of Latrine";"2012-03-01 15:00:00";Required;Blue;"Albuquerque USA";1.6;N/A;N/A;Unknown;0;
57;"Shaved my face";"Use of the sink";"2012-03-01 15:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
57;"flushed toilet";"Use of Latrine";"2012-03-02 03:45:00";Required;Blue;"Albuquerque USA";1.6;N/A;N/A;Unknown;0;
57;"Washed the dishes";"Umm had to wash dishes to cook dinner";"2012-03-02 02:00:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
40;"Driving my automobile";Transportation;"2012-03-02 05:45:00";N/A;N/A;"Albuquerque USA";0;N/A;N/A;Unknown;13;"I drove about 28 miles"
40;"Drinking Water";Hydration;"2012-03-02 05:45:00";Required;Blue;"Albuquerque USA";0.56;N/A;N/A;Unknown;0;
40;"Flushing Toilet";Sanitation;"2012-03-02 05:45:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;
40;"Brushing Teeth and Washing Face x2";Sanitation;"2012-03-02 05:45:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
40;Dishes;Sanitation;"2012-03-02 05:45:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
38;"Filled water bottle";Hydration;"2012-03-01 17:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
38;"8 toilet flushes";toilet;"2012-03-01 15:00:00";Required;Grey;"Albuquerque USA";12.8;N/A;N/A;Unknown;0;
38;"10 hand washes";Hygiene;"2012-03-01 16:30:00";Required;Grey;"Albuquerque USA";30;N/A;N/A;Unknown;0;
38;"20 minute shower";Hygiene;"2012-03-02 15:15:00";Required;Grey;"Albuquerque USA";50;N/A;N/A;Unknown;0;
40;Shower;Hygiene;"2012-03-02 13:45:00";Required;Blue;"Albuquerque USA";17;N/A;N/A;Unknown;0;"5 minute shower"
40;"Driving my automobile";Transportation;"2012-03-02 23:45:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Unknown;5;
40;Dishes;Sanitation;"2012-03-02 23:45:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;
40;"Flushing Toilet";Sanitation;"2012-03-02 23:45:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;
55;"Cooking wash dishes shower brush teeth bathroom";"household and hygene";"2012-03-01 13:00:00";Required;Blue;"Albuquerque USA";2;N/A;Grey;Unknown;42;
55;"Drink water brush teeth cook";household;"2012-03-02 17:15:00";Required;Blue;"Albuquerque USA";2;N/A;Grey;Unknown;1.4;
55;"Cook wash dishes bathroom drink ";meal/household;"2012-03-02 11:15:00";Required;Blue;"Albuquerque USA";2;N/A;Grey;Unknown;1.4;
55;"Drink water brush teeth";"Household hygene";"2012-03-02 16:15:00";Required;Blue;"Albuquerque USA";0.2;N/A;Grey;Unknown;0.3;
38;"Filled water bottle";Hydration;"2012-03-02 17:30:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;"This was for a 60 ounce bottle."
38;"8 toilet flushes";toilet;"2012-03-02 17:00:00";Required;Grey;"Albuquerque USA";12.8;N/A;N/A;Unknown;0;
38;"10 hand washes/2 brushing teeth";Hygiene;"2012-03-02 17:00:00";Required;Grey;"Albuquerque USA";15;N/A;N/A;Unknown;0;
38;Shower;Hygiene;"2012-03-02 18:30:00";Required;Grey;"Albuquerque USA";50;N/A;N/A;Unknown;0;
38;Dishwasher;cleaning;"2012-03-03 06:30:00";Required;Grey;"Albuquerque USA";7;N/A;N/A;Unknown;0;
38;"5 miles of driving";Driving;"2012-02-28 17:30:00";N/A;N/A;"Albuquerque USA";0;Required;Grey;Unknown;2.89;
38;"10 miles of driving";Driving;"2012-03-01 17:30:00";N/A;N/A;"Albuquerque USA";0;Required;Grey;Unknown;5.78;
40;"Snowboarding in Santa Fe";Transportation;"2012-03-03 14:30:00";N/A;N/A;"Albuquerque USA";0;Required;Blue;Unknown;72.06;"I drove 155.2 miles"
40;Shower;Hygiene;"2012-03-04 01:15:00";Required;Blue;"Albuquerque USA";16;N/A;N/A;Unknown;0;
38;"Filled 60 ounce water bottle";Hydration;"2012-03-03 16:30:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
38;"2 loads of laundry";laundry;"2012-03-03 19:00:00";Required;Grey;"Albuquerque USA";40;N/A;N/A;Unknown;0;
38;shower;Hygiene;"2012-03-03 18:00:00";Required;Grey;"Albuquerque USA";37.5;N/A;N/A;Unknown;0;
40;"Flushing Toilet";Sanitation;"2012-03-04 02:00:00";Required;Blue;"Albuquerque USA";11.2;N/A;N/A;Unknown;0;
40;"Drinking Water";Hydration;"2012-03-04 02:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
40;"Brushing Teeth and Washing Face x2";Sanitation;"2012-03-04 02:00:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
40;"Washing Dishes";Sanitation;"2012-03-04 02:00:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;
55;"Drink water cook shower bathroom";"hygene household";"2012-03-03 17:00:00";Required;Blue;"Albuquerque USA";2.3;Unsure;Grey;Unknown;41.6;
55;"Drink water bathroom cook";"house hygiene";"2012-03-03 12:00:00";Required;Blue;"Albuquerque USA";2;Unsure;Green;Unknown;41.6;
47;"Washed face/brushed teeth. ";Hygiene;"2012-02-29 14:30:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;"Washed my face and brushed my teeth for about 2 minutes. "
47;"Toilet Flushes ";Hygiene;"2012-02-29 19:00:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;"I flushed the toilet 5 times throughout the day.  "
47;"Drove 20 miles ";Driving;"2012-02-29 19:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Albuquerque;8.6;"Drove 20 miles throughout the day. My car gets 30mpg and 1 gallon of gas requires 12.9 gallons of water "
47;"Cooked Pasta ";Cooking;"2012-03-01 02:30:00";Required;Blue;"Albuquerque USA";0.3125;N/A;N/A;Unknown;0;"Boiled a pot of pasta that had about 5 cups of water. "
47;"32 oz of water ";Drinking;"2012-02-29 19:00:00";Required;Blue;"Albuquerque USA";0.25;N/A;N/A;Unknown;0;"Throughout the day I drank 32 oz of water. "
47;"Shower ";Hygiene;"2012-03-01 15:00:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;"Took a 15 minute shower "
47;"Brushed Teeth ";Hygiene;"2012-03-01 15:15:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Brushed my teeth twice taking approximately a minute of running water "
47;"Toilet Flushes ";Hygiene;"2012-03-01 19:00:00";Required;Blue;"Albuquerque USA";6;N/A;N/A;Unknown;0;"Throughout the day I flushed the toilet 4 times. "
47;"Drove 20 miles ";Driving;"2012-03-01 19:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Albuquerque;8.6;"Drove 20 miles throughout the day. My car gets 30mpg and 1gallon of gas uses 12.9 gallons of water "
47;"Drank 32 oz of water ";Drinking;"2012-03-01 19:00:00";Required;Blue;"Albuquerque USA";0.25;N/A;N/A;Unknown;0;"Drank 32 oz of water throughout the day. "
47;"Shower ";Hygiene;"2012-03-02 13:30:00";Required;Blue;"Albuquerque USA";30;N/A;N/A;Unknown;0;"Showered for 15 minutes "
47;"Brushed Teeth ";Hygiene;"2012-03-02 13:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;"Brushed teeth twice throughout the day using approximately 1 minute of running water "
47;"Toilet Flushes ";Hygiene;"2012-03-02 19:00:00";Required;Blue;"Albuquerque USA";6;N/A;N/A;Unknown;0;"Flushed toilet 4 times throughout the day. "
47;"Drank 48 oz of water ";Drinking;"2012-03-02 19:00:00";Required;Blue;"Albuquerque USA";0.375;N/A;N/A;Unknown;0;"Drank 48 oz of water throughout the day"
47;"Drove 28 miles ";Driving;"2012-03-02 19:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Albuquerque;12.04;"Drove 28 miles throughout the day. My car gets 30mpg and it takes 12.9 gallons of water per gallon of gas. "
47;"Washed face/brushed teeth. ";Hygiene;"2012-03-03 14:30:00";Required;Blue;"Albuquerque USA";4;N/A;N/A;Unknown;0;"Brushed my teeth twice and washed my face once using approximately 2 minutes of running water. "
47;"Flushed Toilet ";Hygiene;"2012-03-03 19:00:00";Required;Blue;"Albuquerque USA";6;N/A;N/A;Unknown;0;"Flushed the toilet 4 times throughout the day. "
